fondo,2025-05-30,2025-06-30,2025-07-31,2025-08-29,2025-09-30,2025-10-31,2025-11-28,2025-12-30,2026-01-30,2026-02-27,2026-03-31
Chaco FCI Renta Fija Dólares - Clase A,0.4376,0.4068,0.4785,0.1524,0.777,0.5332,1.0813,0.7576,1.1498,0.567,1.1889
Chaco FCI Renta Fija Dólares - Clase B,0.4462,0.4151,0.4871,0.1609,0.7852,0.5419,1.0895,0.7661,1.1585,0.5746,1.1975
Chaco FCI Renta Fija Dólares - Clase Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galileo Premium - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galileo Premium - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Estrategia - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Estrategia - Clase B,0.2247,0.1545,0.0366,0.61,2.098,-2.6537,0.1103,0.5684,0.5318,0.535,-0.5383
IAM Estrategia - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Estrategia - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEGAQM Gestión Dólares I - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEGAQM Gestión Dólares I - Clase B,-0.0091,0.4163,-0.1624,0.8965,1.9116,-0.2626,1.5962,0.7533,1.2557,1.1109,0.2132
MEGAQM Gestión Dólares I - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Premier Renta Mixta en Dólares - Clase A,-0.7684,0.1528,0.0967,-0.1309,1.932,0.3144,1.3038,0.7347,1.3405,0.4687,0.4498
Premier Renta Mixta en Dólares - Clase B,-0.7928,0.1269,0.0712,-0.155,1.9053,0.2888,1.2802,0.7082,1.3147,0.4461,0.4231
Premier Renta Mixta en Dólares - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Premier Renta Mixta en Dólares - Clase Ley N° 27.743,-0.7931,0.1269,0.0712,-0.1549,1.9052,0.2888,1.2801,0.7083,1.3145,0.4458,0.4232
Alpha Renta Capital Dólar - Clase J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Renta Capital Dólar - Clase K,0.832,0.0799,-2.4833,-2.8844,-10.5593,21.9076,3.4368,2.2794,3.476,-1.4315,-1.9673
Alpha Planeamiento Conservador - Clase A,4.4737,0.2156,1.1662,0.5204,-1.7396,16.1729,2.7956,3.0924,2.1162,2.8264,4.7148
Alpha Planeamiento Conservador - Clase B,4.4737,0.2156,1.1662,0.5204,-1.7396,16.1729,2.7956,3.0924,2.1079,2.768,4.6469
Alpha Planeamiento Conservador - Clase C,-1.2557,0.0496,-12.2191,0.093,-9.2576,1.3103,0.0656,-0.3423,1.4584,2.774,-0.1506
Alpha Planeamiento Conservador - Clase D,3.1618,0.265,-11.1954,0.614,-10.8365,17.6952,2.863,2.7395,3.6042,5.6697,4.5461
Alpha Planeamiento Conservador - Clase I,-1.2558,0.0496,-12.2192,0.0932,-9.2578,1.3105,0.0653,-0.3423,1.4588,2.7741,-0.1509
Alpha Planeamiento Conservador - Clase J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Planeamiento Conservador - Clase K,4.4737,0.2156,1.1662,0.5204,-1.7396,16.1729,2.7956,3.0924,2.1097,2.768,4.6469
Alpha Renta Cobertura - Clase A,-0.1832,-0.0737,9.485,-2.4339,6.2999,1.9271,0.1785,-0.5144,-2.1068,-3.4501,-2.8691
Alpha Renta Cobertura - Clase B,-0.2233,-0.1162,9.4385,-2.4727,6.2533,1.8838,0.1401,-0.558,-2.1532,-3.5204,-2.95
Alpha Renta Cobertura - Clase C,-1.256,0.049,-12.2192,0.0935,-9.2581,1.3113,0.0646,-0.3415,1.458,2.7749,-0.151
Alpha Renta Cobertura - Clase D,-1.4763,-0.0668,-3.9339,-2.3818,-3.5836,3.2188,0.2059,-0.8984,-0.7209,-0.8077,-3.0561
Alpha Renta Cobertura - Clase I,-1.256,0.0501,-12.2196,0.0935,-9.2576,1.3098,0.066,-0.3428,1.4592,2.7735,-0.151
Alpha Renta Cobertura - Clase J,0.0,0.0,0.0,0.0,0.0,4.5689,0.0,0.0,0.0,0.0,0.0
Alpha Renta Cobertura - Clase K,-0.2233,-0.1162,9.4385,-2.4727,6.2533,1.8838,0.1401,-0.558,-2.1519,-3.5204,-2.9499
Alpha Renta Crecimiento - Clase A,2.692,1.3874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Renta Crecimiento - Clase B,2.4925,1.8617,1.596,2.7257,4.1498,4.8734,2.7468,1.6651,2.3868,2.815,3.1702
Alpha Renta Crecimiento - Clase C,-1.2559,0.0493,-12.219,0.094,-9.2585,1.3107,0.0659,-0.3426,1.4576,2.7756,-0.1521
Alpha Renta Crecimiento - Clase D,-1.2558,0.0486,-12.2188,0.0933,-9.258,1.3102,0.0664,-0.3428,1.4588,2.7742,-0.1517
Alpha Renta Crecimiento - Clase I,-1.2568,0.0507,-12.2203,0.0942,-9.2581,1.3096,0.066,-0.3415,1.4585,2.7739,-0.1508
Alpha Renta Fija Serie 1 - Clase A,2.3089,0.7193,3.4486,-0.8141,-0.6287,13.3724,2.226,1.642,1.6833,0.7814,1.8999
Alpha Renta Fija Serie 1 - Clase B,2.3089,0.7193,3.4486,-0.8141,-0.6287,13.3724,2.226,1.642,1.6833,0.7814,1.8999
Alpha Renta Fija Serie 4 - Clase A,3.0954,1.2518,1.3667,2.3318,2.5138,7.2768,2.6155,1.609,2.3149,3.1823,3.19
Alpha Renta Fija Serie 4 - Clase B,3.0446,1.2002,1.3151,2.283,2.4598,7.2222,2.5682,1.5556,2.2612,3.1238,3.1231
Alpha Renta Fija Serie 4 - Clase Q Ley N° 27.743,3.0444,1.2002,1.3152,2.2832,2.4598,7.2221,2.5681,1.5556,2.2611,3.1223,3.1214
Alpha Renta Fija Serie 6 - Clase A,2.339,1.7592,1.9,2.2645,4.2223,4.9698,2.7526,1.7919,2.3331,3.061,3.1417
Alpha Renta Fija Serie 6 - Clase B,1.7083,1.1115,1.2511,1.6552,3.5375,4.3014,2.1614,1.1228,1.6813,2.4679,2.4636
Alpha Renta Fija Serie 7 - Clase A,6.2191,-1.4824,-0.7829,0.5178,-0.2673,9.3469,3.197,4.3969,3.307,3.5562,5.0206
Alpha Renta Fija Serie 7 - Clase B,5.5644,-2.1099,-1.4148,-0.0812,-0.9229,8.6506,2.6032,3.7106,2.649,2.9603,4.3302
Cohen Renta Fija Plus - Clase A,3.4499,0.7494,0.7323,0.7247,0.5063,9.3938,2.541,,,,
Cohen Renta Fija Plus - Clase B,3.5137,0.8136,0.7965,0.7847,0.5724,9.4635,2.6,,,,
Cohen Renta Fija Plus Titulos RP - Clase B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC Renta Fija en Dolares - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC Renta Fija en Dolares - Clase B,3.9984,0.5304,5.3598,0.011,1.2735,13.2511,2.1149,1.9999,1.4712,0.9623,3.9234
Delta Federal I - Clase A,3.5865,0.5695,-0.4742,-0.6196,-2.0153,14.6814,2.7326,3.4823,2.6297,3.1873,4.6597
Delta Federal I - Clase B,3.6717,0.6549,-0.3896,-0.5406,-1.9294,14.7789,2.8114,3.5731,2.7169,3.2665,4.7515
Delta Federal I - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta Gestion XII - Clase B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBA Horizonte,2.098,1.8713,9.8864,-0.4548,7.0112,-0.0337,0.1355,0.7463,0.8097,-1.9729,-0.0459
FBA Horizonte - Clase J Ley N° 27.743,2.098,1.8713,9.8864,-0.4548,7.0112,-0.0337,0.1355,0.7463,0.8097,-1.9729,-0.0459
FBA Horizonte - Clase K Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gainvest Renta Fija Plus - Clase A,3.5485,1.6084,2.3507,2.3128,1.5988,8.5072,2.7058,2.3153,2.646,3.0367,3.4892
Gainvest Renta Fija Plus - Clase B,3.5485,1.6084,2.3506,2.3128,1.5988,8.5072,2.7058,2.3153,2.646,3.0366,3.4892
Gainvest Renta Fija Plus - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lombard Renta Fija,3.594,0.8994,10.4939,-1.432,5.6767,5.7827,1.3047,1.6538,0.124,-0.3665,1.171
MAF Renta - Clase A,3.8371,-0.8001,8.5443,-1.6945,2.1891,17.0282,1.9394,2.3005,2.5958,-2.7316,2.2889
MAF Renta - Clase B,3.8542,-0.7833,8.5628,-1.6789,2.207,17.0481,1.9551,2.3185,2.6132,-2.7167,2.3069
MAF Renta - Clase RAP Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF Renta Argentina - Clase U,2.4785,0.0309,12.3316,-0.4894,7.1104,5.0805,0.9676,0.7627,0.8296,-1.4706,-0.1246
MAF Renta Argentina 2 - Clase A,5.1521,-0.2132,2.16,1.4228,-4.9441,20.2463,3.1155,-4.4308,1.2011,2.8408,5.2723
MAF Renta Argentina 2 - Clase B,5.1521,-0.2132,2.16,1.4228,-4.9441,20.2463,3.1155,-4.4308,1.2011,2.8408,5.2758
Optimum FAE (Fondo de Aplicaciones Especiales),2.3699,0.9019,8.6761,-2.9158,-2.9182,24.6757,2.4402,3.6554,2.4234,0.2565,2.6889
Pellegrini Renta Fija Plus - Clase A,5.01,-0.5603,1.3591,-0.8502,-6.4282,26.6727,2.579,3.5831,1.8892,2.356,4.8042
Pellegrini Renta Fija Plus - Clase B,5.0524,-0.5174,1.4014,-0.8115,-6.3865,26.7256,2.6189,3.6277,1.9317,2.3988,4.8494
Pellegrini Renta Fija Publica - Clase A,2.9489,0.2045,0.8544,2.1279,0.2486,7.7898,2.251,0.9796,2.885,3.0223,3.2057
Pellegrini Renta Fija Publica - Clase R Ley N° 27.743,2.9489,0.2045,0.8545,2.1277,0.2486,7.7899,2.2508,0.9795,2.8849,3.0224,3.2057
Pionero Moneda - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pionero Moneda - Clase B,3.2776,0.457,0.9867,3.3623,5.6083,5.2591,2.1944,2.6746,2.8325,3.5413,3.8229
Pionero Moneda - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pionero Renta Crecimiento - Clase A,5.3015,-0.6485,-0.8807,0.3232,-6.3073,24.5807,3.1955,2.9645,2.1347,4.5369,
Pionero Renta Crecimiento - Clase B,5.3492,-0.602,-0.8342,0.3671,-6.262,24.639,3.2392,3.0143,2.1826,4.5811,
Schroder Capital Renta Fija - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schroder Capital Renta Fija - Clase B,3.0633,0.8689,8.1445,-1.532,0.3022,16.6354,2.3297,3.0707,1.3091,-0.6741,1.6242
Schroder Capital Renta Fija - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Renta Cobertura - Clase R Art. 11 Decreto 99/2019 y mod,-1.1792,0.0,-12.1718,0.0,-9.2391,1.3473,0.0,-0.2954,1.4815,2.7737,-0.142
Alpha Renta Fija Global - Clase A,0.202,0.7701,0.3035,0.6346,0.604,0.2128,0.1981,0.4391,0.3362,0.3849,-0.5843
Alpha Renta Fija Global - Clase B,0.1855,0.753,0.2865,0.6186,0.5864,0.1958,0.1828,0.4214,0.3192,0.3695,-0.6018
Alpha Renta Fija Global - Clase I,0.1604,0.7269,0.2605,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Renta Fija Global - Clase Q Ley N° 27.743,0.1856,0.753,0.2865,0.6186,0.5864,0.1958,0.1826,0.4215,0.3213,0.3849,-0.5845
Alpha Renta Fija Serie 6 - Clase R Art. 11 Decreto 99/2019 y mod,-1.1792,0.0,-12.1718,0.0,-9.2391,1.3473,0.0,-0.2954,1.4815,2.7737,-0.142
Consultatio Income Fund - Clase A,-0.0133,1.1544,0.1628,0.8224,0.5631,0.415,0.2143,0.2953,0.5843,0.4408,-0.6073
Consultatio Income Fund - Clase B,0.0071,1.1759,0.1841,0.8355,0.5718,0.4237,0.2219,0.304,0.5928,0.4485,-0.5985
Consultatio Income Fund - Clase Z Ley N° 27.743,0.007,1.1763,0.1841,0.8306,0.5627,0.415,0.2142,0.2951,0.6517,0.5268,-0.5102
Consultatio Income Fund RP D.596 - Clase A,0.0,0.0,,,,,,,,,
CYC Renta Fija en Dolares - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC Renta Fija en Dolares - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delta Federal I - Clase F,3.2614,-0.3605,-11.1998,-0.5332,-13.4937,17.5792,1.4402,0.6655,1.1919,2.6368,-0.4556
Delta Federal I - Clase G,-0.3124,-0.9221,-10.7764,0.0891,-11.7148,2.5294,-1.259,-0.0459,1.1933,2.6367,-0.4574
MAF Renta - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF Renta - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF Renta Argentina - Clase D,-0.9679,-1.6113,-10.9105,0.1439,-9.3918,0.8302,0.5438,-0.3432,1.4582,2.7735,-0.1505
MAF Renta Argentina - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF Renta Argentina 2 - Clase D,-0.9672,-1.6129,-10.911,0.1434,-9.3902,0.83,0.5435,-0.3432,1.4589,2.7744,-0.1519
MAF Renta Argentina 2 - Clase E,-0.7238,-0.9225,-10.7762,0.0886,-11.4219,2.1909,-1.2576,-0.0465,1.1913,2.6364,-0.4557
Schroder Capital Renta Fija Dolares - Clase B,2.6007,-0.8002,-3.8381,-1.2774,-9.144,18.0844,2.6934,2.5815,2.7138,2.1014,1.2812
Alpha Renta Fija Global - Clase J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Renta Fija Global - Clase K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allaria Unicred Cobertura - Clase A,-3.0531,0.3456,12.7256,-2.2336,2.7476,5.436,0.3547,0.884,-0.3938,-2.4737,-1.7887
Allaria Unicred Cobertura - Clase B,-3.0531,0.3457,12.7257,-2.2336,2.7475,5.4359,0.3547,0.884,-0.3938,-2.4738,-1.7887
Allaria Unicred Cobertura - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allaria Unicred Cobertura - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allaria Unicred Cobertura - Clase Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1822 Raices Valores Fiduciarios,2.7029,3.2386,3.0351,3.0628,4.3436,4.5692,3.2387,3.5627,3.0196,2.8484,3.2484
Adcap Balanceado X - Clase A,2.8763,2.1425,2.276,2.7582,3.5876,5.8277,2.1899,2.3148,1.7301,2.6168,3.1763
Adcap Balanceado X - Clase B,2.8763,2.1425,2.276,2.7582,3.5877,5.8277,2.1899,2.3147,1.7301,2.6168,3.1762
Adcap Balanceado X - Clase C,3.0576,0.9257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Balanceado X - Clase Ley Nº 27.743,3.0576,0.9257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adcap Wise Capital Multistrategy - Clase A,-4.4289,-1.1083,6.0172,-4.6227,,,,,,,
Adcap Wise Capital Multistrategy - Clase B,-3.944,-1.0495,5.957,-4.7807,,,,,,,
Adcap Wise Capital Multistrategy - Clase Ley Nº 27.743,-4.0786,-2.9982,0.0,0.0,,,,,,,
Allaria Ahorro Plus - Clase A,4.2103,1.154,1.0077,2.5575,-1.0685,12.1702,3.4036,2.1992,1.5964,2.6326,2.6245
Allaria Ahorro Plus - Clase B,4.2317,1.1754,1.0292,2.5779,-1.0468,12.194,3.4234,2.2216,1.618,2.6523,2.647
Allaria Ahorro Plus - Clase C,4.2514,1.1952,1.0489,2.5966,-1.0269,12.216,3.4417,2.2422,1.6379,2.6704,2.6677
Allaria Ahorro Plus - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allaria Ahorro Plus - Clase Ley Nº 27.743,4.2103,1.1541,1.0077,2.5576,-1.0684,12.1702,3.4035,2.1991,-0.3597,0.0,0.0
Allaria Renta Balanceada II - Clase A,3.0289,2.2333,2.8159,3.7918,4.9798,4.5114,3.4139,2.9638,3.596,3.153,3.3157
Allaria Renta Balanceada II - Clase B,3.0289,2.2333,2.8159,3.7918,4.9798,4.5114,3.4139,2.9638,3.596,3.153,3.3157
Allaria Renta Balanceada II - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Ahorro - Clase A,3.0983,1.6556,1.7939,2.1297,3.3227,5.7769,3.0544,2.0227,2.5855,2.7299,3.2343
Alpha Ahorro - Clase B,3.0352,1.5913,1.7296,2.0692,3.2553,5.7099,2.9955,1.9562,2.5206,2.6712,3.1669
Alpha Ahorro - Clase C,3.0352,1.5913,1.7296,2.0692,3.2553,5.71,2.9955,1.9561,2.5206,2.6712,3.1669
Alpha Ahorro - Clase J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alpha Ahorro - Clase K,3.032,1.5911,1.7294,2.0691,3.2551,5.7097,2.9953,1.9559,2.5204,2.671,3.1668
Alpha Ahorro - Clase Q Ley N° 27.743,3.0352,1.5913,1.7295,2.0693,3.2553,5.7098,2.9954,1.9562,2.5206,2.6711,3.1669
Alycbur Renta Cobertura  - Clase A,-1.0316,0.1769,11.4598,-8.9753,2.1694,4.7938,-0.1932,0.6122,-0.1249,-2.5168,-0.8472
Alycbur Renta Cobertura  - Clase B,-1.0108,0.1854,11.4693,-8.968,2.1784,4.803,-0.1855,0.6214,-0.1152,-2.5092,-0.8358
Alycbur Renta Cobertura - Clase Ley Nº 27.743,-0.5989,0.6163,11.9485,-8.6017,2.632,5.2535,0.2019,1.0681,0.968,0.0,0.0
Argenfunds Renta Flexible - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argenfunds Renta Flexible - Clase B,2.2307,2.077,1.6681,3.0173,-0.316,0.4232,2.0701,1.731,2.6319,3.0193,2.9472
Balanz Capital Ahorro - Clase A,2.6536,2.0592,1.9489,2.8257,3.8662,6.3428,3.1864,2.4177,2.9932,3.2903,4.1129
Balanz Capital Ahorro - Clase B,2.6885,2.0928,1.9836,2.8607,3.9004,6.379,3.2204,2.4526,3.0283,3.322,4.1483
Balanz Capital Ahorro - Clase C,2.7279,2.1307,2.0227,2.9001,3.9389,6.4198,3.2586,2.4918,3.0677,3.3578,4.1882
Balanz Capital Ahorro - Clase D,2.7321,2.1349,1.5956,0.0,0.0,0.0,0.0,0.2603,3.0715,3.3618,4.1926
Balanz Capital Ahorro - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Capital Ahorro - Clase F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Capital Ahorro - Clase G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balanz Capital Ahorro - Clase L Ley Nº 27.743,2.6536,2.0592,1.949,2.8257,3.8662,6.3427,3.1864,2.4176,2.9931,3.2902,4.1129
Champaquí Ahorro Pesos - Clase A,2.4956,2.6102,2.5669,3.2268,4.2069,4.3721,3.3565,2.4967,2.644,2.586,2.5665
Champaquí Ahorro Pesos - Clase B,2.5454,2.6617,2.6185,3.2753,4.2609,4.4245,3.4034,2.5498,2.6956,2.6326,2.6197
Champaquí Ahorro Pesos - Clase C,2.5547,2.6713,2.6281,3.2842,4.271,4.4343,3.4121,2.5597,2.7052,2.6412,2.6296
Champaquí Ahorro Pesos - Clase D Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consultatio Ahorro Plus Argentina F.C.I. - Clase A,4.0797,0.4866,0.8317,2.7126,3.071,8.0035,3.0761,1.6417,2.6455,3.2363,3.0006
Consultatio Ahorro Plus Argentina F.C.I. - Clase B,4.1439,0.5506,0.896,2.7738,3.1388,8.0724,3.1354,1.7085,2.711,3.2957,3.0683
Consultatio Ahorro Plus Argentina F.C.I. - Clase C,4.3251,0.7314,1.0774,2.9467,3.3303,8.2667,3.3029,1.8973,2.8956,3.4634,3.2596
Consultatio Ahorro Plus Argentina F.C.I. RP D.596 - Clase A,0.0,0.0,,,,,,,,,
CYC Pesos Renta Fija - Clase E Ley N° 27.743,5.0537,1.0501,-0.1312,0.9378,-9.5226,0.0,10.5248,0.0,0.0,0.0,0.0
CYC Pesos Renta Fija - Clase U,4.1419,0.8875,1.3379,1.7664,-3.3084,14.9375,3.5097,1.2207,2.6951,3.7348,3.4939
Delta Ahorro - Clase A,2.6659,2.5703,2.4374,1.7663,3.6517,4.9136,3.7529,2.7463,2.3774,2.4352,2.6771
Delta Ahorro - Clase B,2.7503,2.6575,2.5245,1.8472,3.7426,5.0028,3.8325,2.8365,2.4644,2.5138,2.7672
FBA Ahorro Pesos - Clase A,2.8203,1.0853,1.0204,0.7697,2.2333,5.6376,2.8299,1.7372,3.001,3.2209,3.8
FBA Ahorro Pesos - Clase B,2.8711,1.1369,1.0719,0.8178,2.2871,5.6915,2.8773,1.749,3.001,3.2209,3.8
FBA Ahorro Pesos - Clase J Ley Nº 27.743,2.8203,1.0852,1.0204,0.7697,2.2333,5.6376,2.8299,1.7372,3.001,3.221,3.8
FBA Ahorro Pesos - Clase K Ley Nº 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBA Bonos Argentina - Clase A,2.3561,2.3651,2.4093,3.3642,3.7166,3.6366,2.6456,1.9064,2.6958,2.7862,2.8932
FBA Bonos Argentina - Clase B,2.4066,2.4173,2.4615,3.4135,3.7713,3.6895,2.6929,1.9601,2.7482,2.8335,2.9474
Fima Ahorro Pesos - Clase A,2.3291,2.3095,2.3764,3.5725,4.2226,3.9793,2.6936,1.9164,2.7042,2.7469,2.702
Fima Ahorro Pesos - Clase B,2.376,2.358,2.4249,3.6185,4.2736,4.0286,2.7376,1.9663,2.7529,2.7909,2.7522
Fima Ahorro Pesos - Clase C,2.4102,2.3933,2.4602,3.6519,4.3107,4.0645,2.7696,2.0026,2.7883,2.8229,2.7888
Fundcorp Performance - Clase A,2.4269,2.2824,2.531,3.1063,4.779,4.2934,2.8945,1.9189,2.6641,2.9695,3.4673
Fundcorp Performance - Clase B,2.4486,2.3037,2.5528,3.1282,4.8005,4.3156,2.9157,1.9405,2.686,2.9893,3.4893
Fundcorp Performance - Clase C,2.5575,2.409,2.6619,3.2379,4.9084,4.4266,3.0216,2.049,2.7952,3.0882,3.5994
Galileo Ahorro - Clase A,4.306,1.1742,1.9936,3.7799,3.2285,5.9705,2.7344,2.234,2.797,3.7511,4.0905
Galileo Ahorro - Clase B,4.3504,1.2159,2.037,3.8241,3.2711,6.0156,2.7767,2.2775,2.8407,3.791,4.1348
HF Pesos Plus - Clase C,2.7353,1.928,2.1436,0.3333,0.0,0.0,,,,,
HF Pesos Plus - Clase G,2.6297,1.8198,2.0351,2.8449,3.9523,3.7683,,,,,
HF Pesos Plus - Clase I,2.7057,1.8977,2.1131,2.9184,4.0343,3.8476,,,,,
HF Pesos Plus - Clase P,2.6845,1.876,2.0913,2.8979,4.0114,3.8255,,,,,
HF Pesos Plus Cash Lecaps D.596 - Clase G,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
HF Pesos Plus Cash Lecaps D.596 - Clase I,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
IAM Renta Plus - Clase A,5.6981,-0.5027,-0.534,1.0546,-6.0639,16.3901,2.9369,2.4415,3.2631,3.975,4.8541
IAM Renta Plus - Clase B,5.7303,-0.4714,-0.5026,1.0844,-6.0334,16.4268,2.9661,2.4748,3.2956,4.0046,4.8882
IAM Renta Plus - Clase C,5.7678,-0.435,-0.4662,1.119,-5.9978,16.4694,3.0002,2.5135,3.3334,4.0389,4.9279
IAM Renta Plus - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Renta Plus - Clase E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Renta Plus - Clase F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAM Renta Plus - Clase Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Ahorro Plus - Clase A,2.1254,-0.6605,-1.5072,3.2009,3.5653,2.9289,2.3299,1.9091,2.6962,2.7942,2.4835
IEB Ahorro Plus - Clase B,2.1927,-0.5927,-1.4401,3.2667,3.6381,2.999,2.3929,1.9808,2.7661,2.8574,2.5554
IEB Ahorro Plus - Clase C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEB Ahorro Plus - Clase Ley N° 27.743,2.1254,-0.6603,-1.5072,3.201,3.5653,2.9289,2.3299,1.9093,1.0766,0.0,0.0
Integrae Renta Fija - Clase A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Integrae Renta Fija - Clase B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intervalores Ahorro - Clase A,5.6331,-0.0633,-0.8142,1.5548,-0.3497,13.847,2.9887,2.1303,2.6453,4.933,5.4182
Intervalores Ahorro - Clase B,5.6548,-0.042,-0.7931,1.575,-0.3278,13.8712,3.0085,2.1527,2.6671,4.9532,5.4414
Intervalores Ahorro - Clase C,5.6765,-0.0208,-0.7721,1.5952,-0.306,13.8954,3.0282,2.1751,2.6889,4.9733,5.4645
Intervalores Ahorro - Clase D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intervalores Ahorro - Clase Ley N° 27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lombard Capital,2.4063,2.2762,2.5075,3.0669,4.4523,4.513,2.5476,2.2116,2.7429,2.6164,2.5036
Lombard Capital Fisicos,1.9793,2.1847,2.2654,3.1215,3.2201,3.3437,2.0297,1.6474,2.2395,2.045,1.9493
Lombard Capital JYF,1.9916,2.1973,2.2809,3.0979,2.7734,2.889,1.7638,1.5859,2.1583,1.9788,1.8908
MAF Pesos Plus - Clase A,2.409,2.5854,2.6704,3.6537,4.0959,4.0751,2.6244,2.5913,3.1662,2.9332,2.4331
